Date,High,Low,Open,Close,Volume,Adj Close
2017-05-02,213.5433349609375,204.1394500732422,213.5433349609375,207.24978637695312,126122.0,203.280029296875
2017-05-03,208.3068084716797,204.72264099121094,206.3507080078125,207.06753540039062,115052.0,203.10130310058594
2017-05-04,210.04421997070312,206.16845703125,210.04421997070312,207.57781982421875,52215.0,203.60179138183594
2017-05-05,210.16571044921875,204.3824462890625,209.27877807617188,209.1451416015625,184465.0,205.13909912109375
2017-05-08,212.86294555664062,206.7880859375,208.97503662109375,210.96759033203125,49807.0,206.92662048339844
2017-05-09,214.32090759277344,209.2909393310547,212.60780334472656,210.31150817871094,100504.0,206.28311157226562
2017-05-10,212.30406188964844,209.0236358642578,210.10496520996094,210.1900177001953,47708.0,206.16395568847656
2017-05-11,212.5956573486328,208.9871826171875,211.39283752441406,210.44515991210938,80808.0,206.41421508789062
2017-05-12,218.5733184814453,208.34326171875,212.06106567382812,217.5891876220703,272500.0,213.42138671875
2017-05-15,229.3865509033203,218.7069549560547,218.7069549560547,226.20333862304688,681629.0,221.8705596923828
2017-05-16,237.63621520996094,226.5313720703125,227.9285888671875,231.78004455566406,592804.0,227.34043884277344
2017-05-17,233.8697967529297,225.98463439941406,232.83706665039062,226.45848083496094,200017.0,222.1208038330078
2017-05-18,228.2566375732422,221.13690185546875,226.45848083496094,223.1051483154297,129184.0,218.8317108154297
2017-05-19,227.19961547851562,212.6199493408203,225.29209899902344,215.1470947265625,179942.0,211.02606201171875
2017-05-22,218.45181274414062,207.76007080078125,215.535888671875,208.82923889160156,200745.0,204.82925415039062
2017-05-23,207.7114715576172,198.04029846191406,205.58526611328125,206.38714599609375,1021896.0,202.43394470214844
2017-05-24,209.9348602294922,199.3281707763672,202.4506378173828,200.21510314941406,125562.0,196.3800811767578
2017-05-25,204.09085083007812,198.04029846191406,201.2113800048828,199.43751525878906,566544.0,195.61741638183594
2017-05-26,205.82826232910156,196.82533264160156,196.97113037109375,202.25625610351562,290360.0,198.3821563720703
2017-05-29,224.8668670654297,202.90017700195312,202.90017700195312,205.1600341796875,149312.0,201.2303009033203
2017-05-30,213.567626953125,202.31700134277344,202.31700134277344,212.68069458007812,156349.0,208.60690307617188
2017-05-31,216.96954345703125,211.89097595214844,212.64425659179688,213.90782165527344,170748.0,209.810546875
2017-06-01,218.13592529296875,210.72459411621094,214.32090759277344,211.76947021484375,130603.0,207.71316528320312
2017-06-02,219.66677856445312,209.33953857421875,213.8106231689453,218.69480895996094,652097.0,214.5058135986328
2017-06-05,221.0640106201172,213.87136840820312,221.0640106201172,216.1919708251953,387786.0,212.05091857910156
2017-06-06,218.69480895996094,212.68069458007812,218.69480895996094,215.83963012695312,81866.0,211.70535278320312
2017-06-07,217.95367431640625,214.23587036132812,217.95367431640625,215.7788848876953,353300.0,211.645751953125
2017-06-08,220.76025390625,215.04989624023438,215.7788848876953,217.23684692382812,173053.0,213.07577514648438
2017-06-09,220.68736267089844,215.04989624023438,216.26486206054688,218.96209716796875,104607.0,214.7679901123047
2017-06-12,220.0798797607422,208.9021453857422,220.0798797607422,209.8012237548828,223725.0,205.78260803222656
2017-06-13,216.02186584472656,209.8012237548828,210.9189910888672,213.67697143554688,167872.0,209.58413696289062
2017-06-14,215.48728942871094,212.376953125,213.82276916503906,212.9722900390625,85022.0,208.89292907714844
2017-06-15,252.64109802246094,212.1461181640625,213.83493041992188,227.84353637695312,2438749.0,223.4793243408203
2017-06-16,230.73516845703125,218.2088165283203,228.1715850830078,221.03970336914062,356576.0,216.80581665039062
2017-06-19,232.0594940185547,221.124755859375,222.9593505859375,231.2576141357422,473072.0,226.8280029296875
2017-06-20,236.40908813476562,231.7071533203125,232.5454864501953,234.34364318847656,489279.0,229.8549346923828
2017-06-21,234.9511260986328,228.41458129882812,234.9511260986328,229.62954711914062,793957.0,225.2311248779297
2017-06-22,232.302490234375,227.7584991455078,231.5006103515625,228.65757751464844,291751.0,224.2777862548828
2017-06-23,229.37440490722656,222.5827178955078,228.41458129882812,224.3930206298828,757668.0,220.0948944091797
2017-06-27,227.61270141601562,214.1022186279297,224.3930206298828,216.26486206054688,268076.0,212.1224365234375
2017-06-28,217.45553588867188,213.08164978027344,216.49571228027344,216.5807647705078,161324.0,212.4322967529297
2017-06-29,221.124755859375,217.33404541015625,218.19667053222656,220.21351623535156,133817.0,215.9954833984375
2017-06-30,223.7733917236328,210.40870666503906,219.42379760742188,222.77711486816406,313937.0,218.50994873046875
2017-07-03,229.60525512695312,218.3910675048828,224.76966857910156,228.74261474609375,212721.0,224.36119079589844
2017-07-04,229.1435546875,224.76966857910156,228.90057373046875,225.75379943847656,125566.0,221.4296112060547
2017-07-05,228.1715850830078,220.63876342773438,227.1874542236328,221.97523498535156,99426.0,217.72341918945312
2017-07-06,226.7986602783203,221.124755859375,223.06871032714844,222.81356811523438,155374.0,218.5457000732422
2017-07-07,227.67344665527344,221.44064331054688,222.82571411132812,226.31268310546875,171604.0,221.97779846191406
2017-07-10,229.61740112304688,226.4706268310547,227.9285888671875,228.0500946044922,61026.0,223.68191528320312
2017-07-11,231.81649780273438,226.507080078125,228.90057373046875,229.61740112304688,176674.0,225.21922302246094
2017-07-12,236.67637634277344,228.9734649658203,230.82022094726562,235.4857177734375,282829.0,230.97515869140625
2017-07-13,241.59701538085938,235.70440673828125,237.16236877441406,239.8717498779297,359576.0,235.2771759033203
2017-07-14,242.60543823242188,238.46238708496094,241.29327392578125,240.28485107421875,261257.0,235.68234252929688
2017-07-17,241.05027770996094,237.16236877441406,238.53529357910156,239.08203125,114780.0,234.50253295898438
2017-07-18,240.39419555664062,233.2744598388672,238.1343536376953,236.48199462890625,180354.0,231.95233154296875
2017-07-19,240.5035400390625,237.8306121826172,238.1343536376953,239.75025939941406,196193.0,235.15797424316406
2017-07-20,242.60543823242188,238.1343536376953,240.55213928222656,238.2801513671875,206074.0,233.71604919433594
2017-07-21,239.3493194580078,235.21841430664062,239.3493194580078,236.59133911132812,73055.0,232.05958557128906
2017-07-24,238.1343536376953,234.5015869140625,236.91937255859375,235.13336181640625,170106.0,230.62953186035156
2017-07-25,238.1343536376953,233.2744598388672,233.29876708984375,237.41751098632812,126233.0,232.86993408203125
2017-07-26,240.51568603515625,236.79788208007812,240.51568603515625,239.77455139160156,112229.0,235.1818084716797
2017-07-27,242.75123596191406,237.28387451171875,240.55213928222656,239.71380615234375,204757.0,235.1222381591797
2017-07-28,241.17178344726562,235.4735565185547,241.17178344726562,239.19137573242188,99027.0,234.6097869873047
2017-07-31,239.1063232421875,234.890380859375,238.62033081054688,236.20254516601562,41577.0,231.67822265625
2017-08-01,239.60446166992188,230.29779052734375,238.1221923828125,231.98658752441406,108685.0,227.54302978515625
2017-08-02,231.9501495361328,225.2556610107422,231.9501495361328,226.142578125,104204.0,221.8109588623047
2017-08-03,232.21743774414062,220.8817596435547,224.7818145751953,222.23037719726562,189432.0,217.9736785888672
2017-08-04,225.6930389404297,222.3397216796875,223.57899475097656,223.4939422607422,76273.0,219.21307373046875
2017-08-07,229.04637145996094,222.5827178955078,223.31170654296875,227.539794921875,61524.0,223.181396484375
2017-08-08,231.57350158691406,225.49864196777344,230.1033935546875,230.65013122558594,104393.0,226.232177734375
2017-08-09,230.50433349609375,223.919189453125,230.50433349609375,225.21920776367188,49001.0,220.90528869628906
2017-08-10,225.98463439941406,215.4994354248047,225.98463439941406,217.29759216308594,67203.0,213.13539123535156
2017-08-11,219.3751983642578,208.07595825195312,214.32090759277344,210.12925720214844,195654.0,206.1043701171875
2017-08-14,214.07791137695312,206.8002471923828,214.07791137695312,212.60780334472656,217992.0,208.53541564941406
2017-08-16,215.535888671875,209.83767700195312,212.6199493408203,211.8180694580078,367761.0,207.7608184814453
2017-08-17,213.82276916503906,207.76007080078125,213.82276916503906,208.52549743652344,76656.0,204.5313262939453
2017-08-18,210.73675537109375,207.76007080078125,210.1778564453125,209.63111877441406,61692.0,205.61575317382812
2017-08-21,212.3526611328125,208.6105499267578,210.1900177001953,210.1171112060547,124142.0,206.0924530029297
2017-08-22,212.376953125,207.8086700439453,212.376953125,208.95074462890625,218688.0,204.94842529296875
2017-08-23,211.00404357910156,206.7880859375,208.95074462890625,207.67501831054688,247903.0,203.69712829589844
2017-08-24,210.16571044921875,203.56842041015625,209.46102905273438,204.54039001464844,143809.0,200.62254333496094
2017-08-28,206.47219848632812,202.183349609375,205.3301239013672,204.90489196777344,114957.0,200.98008728027344
2017-08-29,205.0385284423828,199.5104217529297,204.1151580810547,200.32444763183594,198263.0,196.4873504638672
2017-08-30,205.93760681152344,200.17864990234375,203.3740234375,205.25723266601562,102710.0,201.32565307617188
2017-08-31,213.55548095703125,203.62916564941406,206.53294372558594,210.9554443359375,124303.0,206.9147186279297
2017-09-01,216.02186584472656,209.3152313232422,210.43299865722656,214.68540954589844,215943.0,210.5732421875
2017-09-04,216.7508544921875,205.3301239013672,215.04989624023438,207.55352783203125,122496.0,203.5779571533203
2017-09-05,211.64797973632812,204.6254425048828,207.55352783203125,205.8161163330078,186650.0,201.8738250732422
2017-09-06,206.3385467529297,202.90017700195312,204.1151580810547,204.04225158691406,265640.0,200.1339569091797
2017-09-07,209.60682678222656,203.5562744140625,204.84413146972656,205.4273223876953,374399.0,201.49249267578125
2017-09-08,211.1255340576172,204.6011505126953,205.58526611328125,209.04794311523438,283175.0,205.0437469482422
2017-09-11,210.9189910888672,206.54510498046875,210.4208526611328,208.05166625976562,198156.0,204.0665283203125
2017-09-12,211.06478881835938,207.0310821533203,208.962890625,209.04794311523438,187333.0,205.0437469482422
2017-09-13,210.8946990966797,205.08712768554688,210.8946990966797,205.34226989746094,62947.0,201.4090576171875
2017-09-14,208.73204040527344,205.08712768554688,208.73204040527344,206.08340454101562,256775.0,202.13600158691406
2017-09-15,215.04989624023438,203.3983154296875,205.184326171875,213.43399047851562,297393.0,209.34580993652344
2017-09-18,215.9732666015625,210.566650390625,212.86294555664062,212.7050018310547,102372.0,208.8754425048828
2017-09-19,215.9732666015625,208.24606323242188,212.6199493408203,210.34796142578125,76450.0,206.56082153320312
2017-09-20,213.34893798828125,209.47317504882812,211.39283752441406,211.8180694580078,58305.0,208.0044708251953
2017-09-21,215.04989624023438,209.77691650390625,213.4218292236328,212.04891967773438,101138.0,208.23114013671875
2017-09-22,229.60525512695312,215.17138671875,215.2928924560547,216.64151000976562,817393.0,212.74105834960938
2017-09-25,218.2088165283203,207.16473388671875,216.65365600585938,210.4208526611328,239462.0,206.63241577148438
2017-09-26,213.83493041992188,209.21803283691406,209.21803283691406,212.6199493408203,180461.0,208.7919464111328
2017-09-27,219.90977478027344,212.6199493408203,213.06948852539062,212.66854858398438,91286.0,208.83961486816406
2017-09-28,219.66677856445312,212.66854858398438,212.66854858398438,214.11436462402344,111385.0,210.25941467285156
2017-09-29,218.69480895996094,211.76947021484375,215.5966339111328,216.98170471191406,138706.0,213.07513427734375
2017-10-03,217.95367431640625,210.26290893554688,217.95367431640625,211.3077850341797,210688.0,207.5033721923828
2017-10-04,214.15081787109375,211.4049835205078,211.4049835205078,212.77789306640625,101932.0,208.94700622558594
2017-10-05,213.84707641601562,210.63955688476562,213.34893798828125,210.93113708496094,169921.0,207.1334991455078
2017-10-06,213.4218292236328,210.94329833984375,211.4049835205078,211.80592346191406,140867.0,207.9925079345703
2017-10-09,214.7947540283203,210.1900177001953,214.7947540283203,212.54705810546875,153015.0,208.7203369140625
2017-10-10,215.54803466796875,212.376953125,215.04989624023438,214.3816680908203,183296.0,210.52188110351562
2017-10-11,230.8445281982422,215.40223693847656,215.7788848876953,222.7892608642578,837176.0,218.77813720703125
2017-10-12,225.98463439941406,218.69480895996094,224.76966857910156,219.52099609375,202535.0,215.56871032714844
2017-10-13,222.35186767578125,216.7508544921875,221.10044860839844,219.20509338378906,133505.0,215.2584991455078
2017-10-16,221.85372924804688,217.4919891357422,219.90977478027344,218.84060668945312,95751.0,214.90054321289062
2017-10-17,222.29112243652344,217.23684692382812,218.84060668945312,217.74713134765625,70409.0,213.82679748535156
2017-10-18,219.66677856445312,214.80690002441406,219.66677856445312,216.0097198486328,43046.0,212.1206512451172
2017-10-19,219.88548278808594,216.24057006835938,217.47984313964844,218.3546142578125,28436.0,214.42332458496094
2017-10-23,220.43222045898438,216.47140502929688,217.47984313964844,217.50413513183594,127859.0,213.58815002441406
2017-10-24,222.3397216796875,215.5237274169922,216.5443115234375,221.67149353027344,137204.0,217.6804962158203
2017-10-25,223.1173095703125,217.23684692382812,221.85372924804688,218.1116180419922,64906.0,214.18466186523438
2017-10-26,222.9958038330078,216.86019897460938,217.23684692382812,219.94622802734375,55342.0,215.98626708984375
2017-10-27,224.7818145751953,219.44808959960938,222.36402893066406,223.31170654296875,164868.0,219.29116821289062
2017-10-30,227.19961547851562,221.37989807128906,223.5303955078125,226.142578125,132941.0,222.07107543945312
2017-10-31,233.26231384277344,225.32855224609375,227.19961547851562,231.6464080810547,221569.0,227.47581481933594
2017-11-01,233.2744598388672,228.1715850830078,231.6464080810547,230.1884307861328,131735.0,226.0440673828125
2017-11-02,231.98658752441406,229.02206420898438,231.57350158691406,230.0912322998047,52079.0,225.9486083984375
2017-11-03,230.35853576660156,225.12200927734375,230.35853576660156,226.82296752929688,98014.0,222.7392120361328
2017-11-06,225.74163818359375,219.90977478027344,225.74163818359375,221.0032501220703,548399.0,217.02427673339844
2017-11-07,223.5303955078125,215.7788848876953,221.10044860839844,216.49571228027344,160263.0,212.597900390625
2017-11-08,219.66677856445312,213.43399047851562,217.92938232421875,216.7265625,161547.0,212.8245849609375
2017-11-09,218.69480895996094,214.56390380859375,215.2928924560547,217.39479064941406,48618.0,213.48077392578125
2017-11-10,219.1686553955078,212.741455078125,218.69480895996094,217.5162811279297,187695.0,213.60006713867188
2017-11-13,221.124755859375,216.0097198486328,221.124755859375,216.94525146484375,163687.0,213.03933715820312
2017-11-14,219.66677856445312,216.26486206054688,217.47984313964844,216.5443115234375,38930.0,212.64561462402344
2017-11-15,218.17237854003906,213.83493041992188,214.78260803222656,217.41908264160156,62524.0,213.50466918945312
2017-11-16,218.69480895996094,216.3013153076172,218.65835571289062,216.66580200195312,40774.0,212.7649383544922
2017-11-17,222.0967254638672,216.5078582763672,219.66677856445312,217.43124389648438,96393.0,213.51658630371094
2017-11-20,218.6826629638672,214.32090759277344,216.9938507080078,217.47984313964844,146192.0,213.56430053710938
2017-11-21,222.82571411132812,218.123779296875,218.93780517578125,222.41262817382812,50005.0,218.4082794189453
2017-11-22,222.82571411132812,220.06773376464844,222.81356811523438,221.124755859375,100965.0,217.14358520507812
2017-11-23,223.7976837158203,220.4686737060547,221.3677520751953,221.744384765625,49589.0,217.7520751953125
2017-11-24,223.5546875,220.22567749023438,223.5546875,221.7200927734375,43922.0,217.7281951904297
2017-11-27,223.06871032714844,220.39576721191406,223.06871032714844,221.1125946044922,105241.0,217.13165283203125
2017-11-28,222.5827178955078,221.124755859375,222.5827178955078,221.2097930908203,66647.0,217.22706604003906
2017-11-29,222.5827178955078,219.67893981933594,222.5827178955078,221.5742950439453,42132.0,217.5850372314453
2017-11-30,223.03225708007812,220.45651245117188,223.03225708007812,221.5135498046875,71335.0,217.52537536621094
2017-12-01,222.3397216796875,220.0798797607422,221.61073303222656,221.01541137695312,146184.0,217.0362091064453
2017-12-04,222.5827178955078,216.02186584472656,222.5827178955078,216.4228057861328,64524.0,212.5262908935547
2017-12-05,219.61819458007812,213.10594177246094,219.61819458007812,214.5882110595703,46914.0,210.72471618652344
2017-12-06,215.96112060546875,212.9115447998047,215.04989624023438,213.87136840820312,85446.0,210.0207977294922
2017-12-07,215.5237274169922,212.6199493408203,215.51158142089844,213.49473571777344,36967.0,209.6509246826172
2017-12-08,215.7788848876953,212.6199493408203,214.80690002441406,214.07791137695312,138299.0,210.2236328125
2017-12-11,218.69480895996094,214.92840576171875,216.26486206054688,217.552734375,120558.0,213.63587951660156
2017-12-12,221.124755859375,215.2928924560547,218.69480895996094,219.1929473876953,42354.0,215.24658203125
2017-12-13,222.5827178955078,217.15179443359375,220.63876342773438,219.4845428466797,73606.0,215.53292846679688
2017-12-14,222.35186767578125,217.47984313964844,220.8817596435547,220.33502197265625,220741.0,216.3680877685547
2017-12-15,231.08750915527344,221.9266357421875,221.9266357421875,230.2734832763672,323501.0,226.12762451171875
2017-12-18,238.0614471435547,221.1125946044922,231.08750915527344,236.61563110351562,310143.0,232.35557556152344
2017-12-19,246.25035095214844,237.6483612060547,238.1343536376953,244.91387939453125,260956.0,240.50442504882812
2017-12-20,250.75790405273438,246.63914489746094,246.63914489746094,247.75692749023438,281459.0,243.2962646484375
2017-12-21,256.1523742675781,248.34010314941406,249.2999267578125,253.4308319091797,332028.0,248.86801147460938
2017-12-22,283.3312683105469,258.3514709472656,259.27484130859375,274.46197509765625,1854167.0,269.5205078125
2017-12-26,278.78729248046875,270.2095947265625,274.8629150390625,271.4974670410156,367827.0,266.609375
2017-12-27,272.7974853515625,260.246826171875,271.424560546875,261.68048095703125,259384.0,256.9691467285156
2017-12-28,265.05810546875,257.6346435546875,263.64874267578125,259.8094482421875,310521.0,255.1318359375
2017-12-29,280.9013366699219,263.64874267578125,263.9039001464844,275.5311584472656,4479855.0,270.57049560546875
2018-01-01,279.4190673828125,273.392822265625,278.8966369628906,277.25640869140625,439096.0,272.2646179199219
2018-01-02,279.443359375,269.7236022949219,279.443359375,275.2881774902344,327913.0,270.33184814453125
2018-01-03,280.6097412109375,275.3124694824219,276.7339782714844,279.8929138183594,457344.0,274.8536682128906
2018-01-04,282.5536804199219,274.58349609375,277.98541259765625,279.2854309082031,402120.0,274.2572021484375
2018-01-05,285.2752380371094,242.99423217773438,279.443359375,284.44903564453125,318534.0,279.3277587890625
2018-01-08,284.777099609375,278.24053955078125,284.44903564453125,279.394775390625,189448.0,274.364501953125
2018-01-09,283.9752197265625,274.64422607421875,277.62091064453125,277.1106262207031,181300.0,272.1214599609375
2018-01-10,278.2283935546875,269.7236022949219,278.2283935546875,272.39654541015625,246857.0,267.4923095703125
2018-01-11,274.58349609375,271.9105529785156,274.07318115234375,274.0975036621094,67355.0,269.1626281738281
2018-01-12,277.00128173828125,271.1815490722656,271.3638000488281,273.6965637207031,88244.0,268.7688903808594
2018-01-15,276.4909973144531,272.1049499511719,275.5554504394531,273.42926025390625,105261.0,268.50640869140625
2018-01-16,275.99285888671875,271.8619384765625,271.8619384765625,273.40496826171875,93767.0,268.4825744628906
2018-01-17,277.04986572265625,267.3179626464844,273.61151123046875,270.3067932128906,67968.0,265.4402160644531
2018-01-18,272.1535339355469,268.99462890625,268.99462890625,270.4161376953125,87886.0,265.5475158691406
2018-01-19,279.443359375,267.5366516113281,268.5086364746094,273.6965637207031,89343.0,268.7688903808594
2018-01-22,278.3013000488281,272.1656799316406,272.1656799316406,275.8956604003906,65989.0,270.92840576171875
2018-01-23,277.2442626953125,269.7236022949219,274.0975036621094,272.4815979003906,104953.0,267.5758056640625
2018-01-24,273.97601318359375,262.6767578125,268.265625,271.8862609863281,174362.0,266.9911804199219
2018-01-25,275.774169921875,254.657958984375,268.7516174316406,261.9477844238281,518020.0,257.2316589355469
2018-01-29,272.03204345703125,246.6634521484375,272.03204345703125,249.82237243652344,304254.0,245.32452392578125
2018-01-30,255.38693237304688,242.99423217773438,249.482177734375,249.95602416992188,263886.0,245.45574951171875
2018-01-31,258.0112609863281,246.61485290527344,251.4990234375,256.7841491699219,164703.0,252.16099548339844
